,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
307,GEOMETRIC_CENTER,"Lot Lf19A First Floor, Plaza Shah Alam No, 2, Jalan Tengku Ampuan Zabedah E9/E, 40100 Shah Alam, Selangor, Malaysia",ChIJ0dZX7XdSzDERty1k5fDAwig,Plaza Shah Alam,3.0843809,101.5233285,1,40100,OK,"establishment,point_of_interest,store"
308,ROOFTOP,"Plaza Alam Sentral, Jalan Majlis, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",ChIJ5zrKEodSzDERWzp6P9_-9FI,Plaza Alam Sentral,3.0739915,101.517169,1,40000,OK,premise
309,ROOFTOP,"14/9, Jalan Perbadanan, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",ChIJU93Z2oZSzDERszvBCDApVBo,SACC Mall Shah Alam,3.0717161,101.5182511,1,40000,OK,"establishment,point_of_interest,shopping_mall"
310,GEOMETRIC_CENTER,"Persiaran Setia Dagang, Setia Alam, 40170 Shah Alam, Selangor, Malaysia",ChIJU_KM2n9SzDERdHKiiYBVsyM,Setia City Mall,3.1094906,101.4603707,1,40170,OK,"establishment,point_of_interest,shopping_mall"
311,ROOFTOP,"No.3, Jalan Zuhal U5/177, Bandar Pinggiran Subang, 40150 Shah Alam, Selangor, Malaysia",ChIJS-J9QLNPzDERY3uv7tysDw0,Star Avenue Lifestyle Mall,3.1548139,101.5536622,1,40150,OK,"establishment,point_of_interest,shopping_mall"
312,GEOMETRIC_CENTER,"Persiaran Pasak Bumi, U 8, 40150 Shah Alam, Selangor, Malaysia",ChIJxRioNN9NzDERsCFFjlsaKsI,Space U8 Mall,3.1118959,101.5532788,1,40150,OK,"establishment,movie_theater,point_of_interest"
313,GEOMETRIC_CENTER,"2, Lot Lorong 13, Aeon Taman Equine Shopping Centre, Jalan Equine, Bandar Putra Permai, 43300, Seri Kembangan, Selangor, 43300, Malaysia",ChIJOVSFQuHJzTERVX4LuYKyvEc,ÆON Taman Equine Shopping Centre,2.9944632,101.6742727,1,43300,OK,"establishment,point_of_interest"
314,GEOMETRIC_CENTER,"Subang Light Industrial Park, 47500 Subang Jaya, Selangor, Malaysia",ChIJpUKtKJRMzDER6degez4WWoc,Brother's Mall Wholesale City,3.0572505,101.5983639,1,47500,OK,"establishment,point_of_interest,shopping_mall"
315,ROOFTOP,"1, Persiaran Kewajipan, Usj 1, 47600 Subang Jaya, Selangor, Malaysia",ChIJOzk4S-tMzDERbZ8go-jmI3g,Da Men Mall,3.0581356,101.5923934,1,47600,OK,"establishment,point_of_interest,real_estate_agency,shopping_mall"
316,GEOMETRIC_CENTER,"Jalan SS 16/1, Ss 16, 47500 Subang Jaya, Selangor, Malaysia",ChIJ1dO4iFpMzDERNDCXYKfbsSg,Empire Subang,3.0819468,101.5827633,2,47500,OK,"establishment,point_of_interest,shopping_mall"
317,ROOFTOP,"IOI Resort City, Ioi Resort, 62502 Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia",ChIJQWjHIQzKzTERgAEUgEQ4mCw,IOI City Mall (near Putrajaya),2.9703556,101.7133055,1,62502,OK,"establishment,point_of_interest,shopping_mall"
318,ROOFTOP,"LOT G38, GRD, Ioi Mall, BATU 9, Jalan Puchong, Bandar Puchong Jaya, 47100 Petaling Jaya, Selangor, Malaysia",ChIJO_4MNlhLzDERpcpwkxrLvOM,IOI Mall Puchong Jaya,3.0464504,101.6185223,1,47100,OK,"establishment,point_of_interest,store"
319,GEOMETRIC_CENTER,"47100 Puchong, Selangor, Malaysia",ChIJw514oXqzzTERLv7AdKPLNIc,M Square Puchong,3.0039736,101.6047275,1,47100,OK,"establishment,point_of_interest,shopping_mall"
320,ROOFTOP,"2800 N Main St, Santa Ana, CA 92705, USA",ChIJBVVt3M7Z3IARJ6df5O1VA5c,Main Place Mall,33.7751045,-117.871252,1,92705,OK,"establishment,point_of_interest,shopping_mall"
321,ROOFTOP,"0, MCT Tower, Jalan USJ 25/1B, One City, 47650 Subang Jaya, Selangor, Malaysia",ChIJtfulXJZMzDERXJS9tSOaiGM,One City Mall,3.0218814,101.5807127,1,47650,OK,"establishment,point_of_interest,real_estate_agency,shopping_mall"
322,GEOMETRIC_CENTER,"Taman Wawasan, 47100 Puchong, Selangor, Malaysia",ChIJiW13Zqq0zTER6giGBKMhrrk,Setia Walk Puchong,3.0314109,101.6168578,1,47100,OK,"establishment,point_of_interest"
323,ROOFTOP,"1515 S Federal Hwy, Boca Raton, FL 33432, USA",ChIJKf00Zw3i2IgRi-tKCmGLS8w,South City Plaza,26.3358812,-80.0885419,2,33432,OK,"establishment,point_of_interest,real_estate_agency"
324,GEOMETRIC_CENTER,"Jalan SS 15/4g, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",ChIJ_VJGQVlMzDERCBLSw3Cupz4,SS15 Courtyard,3.077813,101.5863889,1,47500,OK,"establishment,food,point_of_interest,restaurant,shopping_mall"
325,GEOMETRIC_CENTER,"Jalan Kemajuan Subang, Ss 16, 47500 Subang Jaya, Selangor, Malaysia",ChIJH4fKE1tMzDERdH2TyRMZgSY,Subang Parade,3.0817432,101.5852077,1,47500,OK,"establishment,point_of_interest,shopping_mall"
326,ROOFTOP,"3, Jalan PJS 11/15, Bandar Sunway, 47500 Subang Jaya, Selangor, Malaysia",ChIJm21YdodMzDERJW_y1EmlGV4,Sunway Pyramid,3.072617,101.6068599,1,47500,OK,"establishment,point_of_interest,shopping_mall"
327,ROOFTOP,"330 Covell Ave SW, Walker, MI 49534, USA",ChIJh2JwwzeuGYgRG8LYLECyv04,The Mines,42.957661,-85.7162893,1,49534,OK,"establishment,point_of_interest"
328,GEOMETRIC_CENTER,"Summit USJ, Persiaran Kewajipan, Usj 1, 47600 Subang Jaya, Selangor, Malaysia",ChIJAWRCs-xMzDERGXu15ptW7D8,The Summit USJ,3.060097,101.59327,1,47600,OK,"establishment,point_of_interest,shopping_mall"
329,GEOMETRIC_CENTER,"The 19 USJ City Mall, Persiaran Kewajipan, Usj 19, 47620 Subang Jaya, Selangor, Malaysia",ChIJ08HolDSzzTERfe2RqBdEDdQ,The 19 USJ City Mall,3.032226,101.588699,1,47620,OK,"establishment,point_of_interest,shopping_mall"
330,GEOMETRIC_CENTER,"Jalan Subang 2, Subang Light Industrial Park, 47600 Subang Jaya, Selangor, Malaysia",ChIJSR-y1JVMzDERvO9YKyvTmVU,USJ Wholesale City Mall,3.0544416,101.59844,1,47600,OK,"establishment,point_of_interest,shopping_mall"
